customerid,gender,ever_married,age,graduated,profession,work_experience,spending_score,family_size,var_1,category
463149,Male,Yes,60,Yes,Artist,3,Average,2,1,2
463447,Male,Yes,60,No,Engineer,0,Average,2,1,1
462088,Male,Yes,26,Yes,Artist,0,Average,2,1,2
459992,Male,No,48,Yes,Artist,1,Low,1,1,1
462270,Male,Yes,51,Yes,Doctor,1,Average,4,1,1
466711,Male,Yes,72,No,Executive,1,High,4,1,1
459614,Female,No,43,Yes,Artist,1,Low,2,1,1
459850,Male,No,35,Yes,Artist,0,Low,1,1,1
460665,Male,No,29,No,Entertainment,5,Low,1,1,3
462841,Male,No,19,No,Healthcare,8,Low,6,1,3
461761,Female,No,27,Yes,Healthcare,0,Low,8,1,2
461573,Female,No,40,Yes,Engineer,1,Low,5,1,2
463199,Female,Yes,52,Yes,Artist,1,Low,3,0,0
465317,Male,No,23,No,Healthcare,0,Low,4,0,3
464596,Female,Yes,35,Yes,Executive,0,Low,2,1,1
466059,Male,Yes,25,No,Entertainment,1,Average,2,0,0
463104,Female,Yes,47,No,Lawyer,0,Low,1,1,0
459990,Male,Yes,37,Yes,Healthcare,1,Average,2,1,0
463330,Male,No,20,No,Healthcare,1,Low,4,1,3
467212,Female,No,28,Yes,Doctor,1,Low,3,1,1
462266,Male,No,25,Yes,Doctor,8,Low,5,1,3
462838,Female,Yes,32,Yes,Homemaker,0,Low,3,6,1
460159,Female,No,18,No,Entertainment,1,Low,7,5,1
460974,Male,Yes,79,No,Lawyer,1,Low,1,1,3
459919,Female,No,49,Yes,Artist,0,Low,1,0,1
467381,Male,Yes,49,Yes,Entertainment,0,Low,4,1,1
461707,Female,Yes,45,Yes,Artist,1,Average,4,1,2
462461,Male,No,28,Yes,Doctor,1,Low,3,1,3
459533,Female,No,41,Yes,Artist,1,Low,1,1,0
461091,Female,Yes,37,Yes,Artist,3,Average,3,3,1
466467,Female,Yes,36,Yes,Artist,1,Average,3,3,1
462476,Male,Yes,45,Yes,Artist,4,Average,2,1,2
464357,Male,No,40,Yes,Artist,7,Low,1,1,0
459915,Female,No,29,Yes,Healthcare,1,Low,3,0,3
463319,Female,Yes,73,No,Lawyer,1,High,3,1,1
466323,Male,No,28,No,Doctor,4,Low,1,3,1
459363,Male,No,53,Yes,Artist,2,Low,1,1,0
461794,Female,No,19,No,Healthcare,5,Low,5,5,3
462563,Female,Yes,52,Yes,Artist,0,Average,2,1,2
465922,Female,No,31,Yes,Healthcare,9,Low,3,1,3
464341,Male,No,35,Yes,Artist,2,Low,2,1,0
464294,Male,Yes,68,No,Executive,1,High,2,1,2
461923,Female,Yes,42,Yes,Artist,2,Average,2,1,2
462880,Male,Yes,25,No,Executive,1,High,3,1,1
464402,Male,No,37,Yes,Entertainment,7,Low,1,1,0
466841,Male,No,21,No,Healthcare,1,Low,6,0,3
464536,Male,Yes,28,Yes,Artist,0,Average,3,1,0
462765,Female,Yes,50,Yes,Artist,1,High,8,1,1
461364,Female,No,46,No,Doctor,0,Low,2,1,1
465836,Male,No,19,No,Executive,13,Low,3,2,3
465208,Male,Yes,37,Yes,Artist,1,Average,2,1,2
460416,Male,No,28,Yes,Healthcare,14,Low,1,1,3
459787,Male,Yes,71,No,Lawyer,0,Low,1,1,0
464276,Female,Yes,66,No,Marketing,0,High,2,4,2
460560,Female,Yes,57,Yes,Homemaker,9,Average,2,3,2
467449,Female,Yes,86,Yes,Lawyer,1,Low,2,1,2
467625,Female,Yes,40,Yes,Artist,0,Average,2,1,0
460559,Female,No,49,Yes,Healthcare,8,Low,1,3,3
463847,Male,Yes,41,No,Artist,2,Average,3,1,2
464669,Female,Yes,42,No,Engineer,0,Low,4,0,3
461393,Female,Yes,80,Yes,Artist,6,Average,2,1,2
464149,Male,Yes,38,Yes,Artist,1,Average,4,1,2
461777,Female,Yes,74,Yes,Lawyer,1,High,2,1,0
464505,Female,No,30,No,Doctor,9,Low,5,1,3
463345,Female,No,20,No,Healthcare,4,Low,4,1,3
459609,Female,No,43,Yes,Artist,1,Low,1,0,0
465412,Male,No,32,Yes,Doctor,7,Low,4,1,3
465195,Male,Yes,53,Yes,Executive,1,High,3,1,1
462550,Female,No,23,No,Healthcare,2,Low,6,4,3
466896,Male,Yes,52,No,Artist,7,Low,1,1,2
463851,Female,Yes,45,Yes,Artist,4,Average,4,5,2
464399,Male,Yes,63,No,Entertainment,0,Average,5,1,2
464782,Male,Yes,35,No,Marketing,0,Low,3,0,3
465624,Male,No,39,Yes,Artist,8,Low,3,1,2
462508,Male,Yes,37,Yes,Healthcare,0,Low,7,0,3
462872,Female,Yes,47,No,Engineer,10,Low,2,3,3
467535,Male,Yes,65,Yes,Lawyer,1,High,2,1,0
465793,Male,No,25,No,Healthcare,1,Low,5,0,2
465892,Male,No,40,Yes,Artist,9,Low,3,1,0
463666,Male,No,27,Yes,Executive,0,Low,6,1,3
459015,Male,No,19,No,Healthcare,0,Low,3,1,3
466189,Female,Yes,56,Yes,Artist,0,Average,2,3,2
466348,Male,No,53,Yes,Artist,1,Low,2,0,2
459461,Female,Yes,39,Yes,Artist,0,Low,1,4,2
460620,Male,Yes,55,Yes,Entertainment,0,Average,4,3,2
463318,Male,Yes,65,Yes,Lawyer,0,Low,2,4,0
462626,Female,No,26,Yes,Engineer,0,Low,6,0,1
467554,Female,No,28,Yes,Healthcare,1,Low,3,1,3
466651,Male,No,40,No,Entertainment,5,Low,1,3,0
466885,Male,Yes,42,No,Executive,1,Average,4,1,1
467439,Male,Yes,37,Yes,Entertainment,1,Low,4,1,0
461749,Female,No,22,No,Healthcare,0,Low,5,1,3
467134,Female,Yes,33,No,Healthcare,0,Low,5,6,3
462753,Male,Yes,28,No,Executive,0,Average,3,1,3
463537,Female,No,32,Yes,Healthcare,1,Low,3,1,3
463217,Female,Yes,33,Yes,Healthcare,2,High,1,6,0
466380,Male,Yes,36,Yes,Entertainment,5,Low,2,1,0
463101,Female,No,27,No,Homemaker,8,Low,1,1,3
466366,Male,No,18,No,Healthcare,0,Low,3,5,3
465716,Female,No,59,Yes,Artist,0,Low,2,1,2
463014,Male,Yes,53,Yes,Executive,0,High,3,1,1
462443,Male,No,20,No,Healthcare,1,Low,2,0,3
460453,Female,No,40,Yes,Doctor,7,Low,1,1,0
466485,Male,Yes,37,Yes,Executive,9,High,2,3,0
467445,Male,Yes,31,No,Doctor,8,Low,2,5,0
463500,Male,Yes,35,Yes,Executive,0,High,4,1,0
461507,Male,Yes,35,Yes,Entertainment,0,Low,2,1,3
465918,Female,No,39,Yes,Artist,5,Low,3,1,1
467533,Male,Yes,79,Yes,Lawyer,2,Low,1,1,3
467029,Male,Yes,42,Yes,Artist,8,Average,2,1,2
465749,Male,Yes,42,No,Engineer,1,Average,3,1,2
460768,Female,No,32,No,Engineer,9,Low,4,6,0
460146,Female,Yes,52,Yes,Engineer,1,Average,3,3,0
464998,Male,Yes,59,Yes,Artist,1,High,2,1,2
467715,Male,Yes,51,Yes,Executive,4,High,3,1,2
462201,Female,No,32,Yes,Healthcare,0,Low,1,0,3
467454,Male,Yes,49,Yes,Artist,1,Low,1,1,0
460645,Female,No,40,No,Doctor,1,Low,2,3,2
465129,Female,No,61,Yes,Entertainment,3,Low,1,1,0
464264,Female,Yes,86,No,Lawyer,8,High,2,1,1
465913,Female,Yes,29,Yes,Artist,10,Low,2,1,1
461068,Male,No,46,No,Marketing,1,Low,4,3,3
466689,Male,No,28,Yes,Artist,8,Low,3,1,2
460071,Female,No,53,Yes,Engineer,1,Low,1,1,0
460477,Male,No,32,No,Entertainment,0,Low,6,3,3
467766,Female,No,31,No,Healthcare,6,Low,3,1,2
460008,Male,No,25,No,Doctor,9,Low,4,1,0
461820,Female,Yes,38,Yes,Doctor,0,Average,2,1,2
459226,Female,Yes,43,Yes,Artist,0,Average,2,4,2
460961,Male,No,20,No,Healthcare,1,Low,2,3,3
463503,Male,Yes,33,Yes,Entertainment,1,Low,2,2,0
460404,Male,Yes,38,Yes,Artist,5,Low,7,1,0
461571,Male,No,27,No,Healthcare,1,Low,4,1,2
467624,Male,Yes,35,No,Entertainment,0,Average,5,1,3
463880,Female,Yes,36,No,Engineer,0,Low,3,5,1
462846,Female,No,20,No,Marketing,7,Low,2,1,3
459233,Female,Yes,53,Yes,Marketing,6,Low,1,1,3
465939,Female,No,32,Yes,Engineer,0,Low,2,1,3
467118,Male,Yes,55,Yes,Entertainment,1,Average,3,2,1
463815,Male,Yes,37,Yes,Entertainment,0,Average,2,1,2
459127,Male,No,43,Yes,Healthcare,1,Low,7,1,3
460165,Female,No,40,Yes,Entertainment,0,Low,1,3,0
461678,Female,Yes,87,No,Lawyer,1,Low,1,1,0
465096,Male,Yes,86,No,Lawyer,13,Low,1,1,0
464522,Female,No,42,Yes,Engineer,11,Low,1,1,3
460886,Male,No,37,Yes,Artist,0,Low,1,1,1
462184,Male,No,19,No,Doctor,0,Low,4,1,3
462956,Male,Yes,42,No,Artist,7,Average,5,1,1
466422,Male,Yes,33,No,Doctor,0,Low,4,0,3
465324,Male,Yes,41,Yes,Artist,8,Low,2,1,1
467257,Male,No,22,No,Healthcare,10,Low,4,1,3
460254,Female,No,32,Yes,Artist,1,Low,2,1,1
463158,Male,Yes,83,Yes,Executive,0,High,3,1,1
467866,Male,Yes,50,Yes,Artist,1,Average,3,1,2
461685,Female,No,30,Yes,Healthcare,4,Low,4,1,3
460208,Male,No,27,No,Artist,9,Low,8,1,3
462151,Female,No,35,Yes,Artist,8,Low,1,1,1
462853,Male,No,23,No,Healthcare,1,Low,2,1,3
465239,Male,Yes,56,Yes,Artist,0,Average,3,1,1
467508,Female,No,25,No,Doctor,1,Low,3,1,1
466867,Female,No,27,No,Homemaker,14,Low,1,1,3
467738,Male,Yes,43,Yes,Doctor,3,Average,2,1,1
465590,Male,Yes,40,Yes,Artist,1,Average,5,1,0
459805,Female,Yes,45,No,Artist,4,Average,4,1,1
465013,Female,Yes,82,No,Lawyer,0,High,2,1,2
459240,Female,No,28,Yes,Artist,1,Low,1,1,0
462344,Female,Yes,63,Yes,Artist,0,High,4,1,2
460388,Female,No,35,Yes,Artist,13,Low,2,1,1
464218,Female,Yes,89,No,Lawyer,1,High,2,1,0
465955,Male,No,25,Yes,Marketing,8,Low,3,1,0
462928,Male,Yes,49,Yes,Artist,2,Average,4,5,2
460889,Female,Yes,47,Yes,Artist,1,Low,2,1,1
459669,Male,Yes,30,Yes,Artist,0,Average,2,1,1
467849,Female,Yes,40,Yes,Doctor,0,Low,1,5,0
466873,Male,Yes,39,Yes,Healthcare,7,Average,5,3,0
464837,Male,Yes,61,Yes,Artist,1,Average,5,0,1
462581,Female,No,28,No,Engineer,1,Low,4,0,0
466237,Male,No,18,No,Healthcare,0,Low,3,0,3
462707,Female,Yes,55,Yes,Artist,0,Average,4,1,2
467060,Male,No,39,No,Engineer,5,Low,2,1,3
460281,Female,No,29,Yes,Doctor,10,Low,5,1,3
460164,Male,Yes,66,No,Engineer,1,Low,2,1,0
460431,Female,No,46,Yes,Engineer,1,Low,1,1,3
466901,Female,Yes,52,Yes,Artist,0,Average,3,2,2
463328,Female,No,23,No,Healthcare,0,Low,4,1,3
462246,Female,Yes,84,No,Lawyer,1,High,2,1,1
462371,Female,No,27,No,Healthcare,5,Low,3,5,3
462022,Female,Yes,37,Yes,Artist,1,Average,3,3,1
460662,Female,No,46,No,Homemaker,9,Low,1,1,3
464022,Female,No,22,No,Healthcare,0,Low,3,1,3
461819,Male,Yes,42,Yes,Artist,0,Average,2,1,2
465735,Female,Yes,35,Yes,Artist,1,Low,2,3,1
462804,Male,Yes,39,No,Executive,5,High,3,0,3
464138,Female,No,27,Yes,Healthcare,0,Low,4,1,1
464224,Male,Yes,65,No,Engineer,1,High,2,1,1
463289,Female,Yes,39,Yes,Artist,0,Average,3,3,2
462038,Male,No,31,Yes,Artist,4,Low,4,1,0
463341,Female,Yes,48,No,Engineer,1,Average,6,3,0
463185,Female,Yes,58,Yes,Artist,1,Average,2,1,2
464379,Female,Yes,40,Yes,Engineer,12,Average,3,1,1
464521,Male,No,26,No,Doctor,2,Low,4,1,1
459575,Male,No,35,Yes,Artist,0,Low,1,1,0
460003,Male,No,49,Yes,Doctor,5,Low,1,1,3
462226,Male,Yes,26,No,Artist,7,Low,4,0,0
466675,Female,Yes,49,Yes,Artist,2,Average,2,1,2
461124,Male,No,19,No,Healthcare,1,Low,8,0,3
464638,Male,No,39,Yes,Artist,2,Low,3,0,1
462374,Male,Yes,37,Yes,Executive,0,High,4,1,1
463526,Male,No,41,Yes,Doctor,0,Low,1,1,0
462912,Female,No,26,Yes,Homemaker,8,Low,2,1,3
462604,Female,Yes,38,No,Doctor,1,Average,3,0,0
460708,Male,Yes,35,Yes,Artist,0,Low,3,1,2
467015,Male,Yes,49,Yes,Artist,0,Average,2,1,2
467245,Female,No,38,No,Doctor,0,Low,1,1,2
463619,Male,Yes,70,No,Executive,1,High,2,1,0
467246,Male,No,21,No,Doctor,9,Low,3,2,3
462969,Male,Yes,58,Yes,Artist,8,Low,1,3,1
460959,Female,No,28,No,Artist,5,Low,5,3,2
461911,Male,Yes,57,No,Executive,0,Low,1,1,0
459882,Male,Yes,37,Yes,Artist,1,Average,2,1,1
459632,Female,Yes,52,No,Marketing,1,High,3,0,3
462613,Female,Yes,35,No,Engineer,0,Average,5,0,3
466455,Female,Yes,30,Yes,Doctor,4,Low,2,1,3
462394,Male,Yes,35,Yes,Artist,0,Average,2,1,2
462010,Female,No,31,Yes,Artist,14,Low,3,5,0
461371,Male,Yes,37,Yes,Doctor,0,Average,2,1,0
462376,Male,Yes,71,Yes,Executive,0,High,2,1,1
459845,Male,Yes,66,Yes,Healthcare,0,Low,1,0,3
462583,Male,No,26,Yes,Artist,0,Low,4,0,3
459858,Female,No,31,No,Healthcare,8,Low,4,1,3
459091,Male,Yes,67,Yes,Artist,0,Average,6,4,1
467135,Female,Yes,51,Yes,Artist,1,Average,5,1,2
460413,Female,No,39,Yes,Artist,7,Low,1,1,1
466206,Female,Yes,60,Yes,Artist,2,Average,2,3,2
467382,Male,Yes,36,Yes,Doctor,9,Average,2,1,2
463801,Female,No,30,No,Engineer,0,Low,1,1,0
460296,Female,Yes,60,Yes,Artist,1,Low,2,1,0
463524,Female,Yes,40,Yes,Artist,6,Average,2,1,2
461775,Female,Yes,83,No,Lawyer,0,High,2,1,1
462833,Male,Yes,33,No,Doctor,0,Average,5,1,3
465506,Male,Yes,43,Yes,Entertainment,1,Average,4,0,1
463366,Male,Yes,71,No,Lawyer,0,Low,5,3,3
464987,Male,Yes,50,Yes,Executive,1,High,5,1,1
459114,Male,Yes,57,Yes,Artist,1,Average,2,1,2
467928,Male,Yes,35,Yes,Artist,2,Average,2,1,2
462881,Female,Yes,66,Yes,Artist,0,High,3,1,1
466524,Female,Yes,46,Yes,Artist,0,Low,1,3,1
463191,Male,No,26,No,Healthcare,1,Low,1,0,3
460861,Male,No,21,No,Healthcare,1,Low,3,3,3
465610,Female,No,42,Yes,Artist,8,Low,2,1,2
460206,Female,Yes,40,Yes,Entertainment,1,Low,2,1,1
462876,Male,No,27,No,Doctor,0,Low,4,4,3
465333,Female,Yes,37,Yes,Artist,2,Low,2,2,2
460379,Male,No,35,Yes,Artist,9,Low,3,1,0
462991,Male,No,28,Yes,Healthcare,0,Low,1,1,3
460307,Male,No,27,No,Entertainment,6,Low,2,1,3
464383,Female,Yes,81,Yes,Lawyer,1,Low,1,1,2
467931,Male,No,25,Yes,Doctor,0,Low,2,1,3
466594,Male,Yes,72,Yes,Executive,1,High,2,1,2
461200,Female,No,33,Yes,Doctor,0,Low,5,1,2
465600,Male,Yes,40,Yes,Engineer,7,Low,2,3,1
459688,Male,No,52,Yes,Artist,3,Low,1,1,1
463549,Male,No,23,No,Healthcare,0,Low,4,1,3
466696,Female,Yes,48,Yes,Artist,2,Average,4,1,2
462906,Female,No,31,No,Healthcare,0,Low,4,1,3
461527,Female,No,35,Yes,Artist,1,Low,1,1,1
461354,Female,No,63,No,Entertainment,0,Low,1,5,1
461661,Female,Yes,37,Yes,Artist,7,Average,2,5,2
463532,Female,Yes,67,Yes,Artist,9,Low,3,1,1
465627,Female,No,37,Yes,Healthcare,1,Low,1,1,1
465242,Male,No,22,No,Healthcare,7,Low,4,3,3
465170,Female,Yes,46,Yes,Entertainment,4,Low,3,1,2
467359,Male,Yes,41,Yes,Artist,6,Average,2,1,2
460415,Female,No,59,Yes,Entertainment,1,Low,2,1,0
459432,Male,Yes,84,Yes,Lawyer,0,Low,3,1,0
467141,Male,Yes,50,Yes,Artist,1,Low,3,1,0
465035,Female,Yes,74,Yes,Lawyer,12,High,2,1,2
461415,Male,No,48,Yes,Entertainment,0,Low,3,1,0
461957,Male,Yes,47,Yes,Entertainment,1,Average,4,1,2
465523,Female,Yes,45,Yes,Engineer,0,High,5,1,2
465279,Male,Yes,53,Yes,Healthcare,0,High,4,1,0
463782,Female,No,29,Yes,Artist,8,Low,1,1,0
463243,Male,No,19,No,Healthcare,0,Low,3,1,3
465489,Female,No,50,Yes,Engineer,1,Low,5,1,0
467100,Female,No,42,Yes,Artist,0,Low,1,5,1
460154,Male,No,29,Yes,Entertainment,8,Low,4,1,2
464030,Male,No,18,No,Entertainment,1,Low,4,1,3
463220,Male,Yes,46,No,Engineer,0,Average,3,1,1
467564,Male,Yes,72,Yes,Artist,0,Average,2,1,1
465113,Male,Yes,66,Yes,Lawyer,1,High,2,0,2
465965,Female,Yes,41,No,Marketing,8,Low,2,1,0
460907,Male,Yes,82,No,Lawyer,1,High,3,1,0
467314,Male,Yes,43,No,Artist,0,Average,2,1,2
459951,Male,Yes,53,Yes,Artist,0,Low,1,1,0
467295,Male,No,29,No,Healthcare,0,Low,3,1,2
466212,Female,Yes,53,Yes,Artist,0,Average,3,1,2
463533,Female,Yes,87,Yes,Artist,1,High,2,5,2
467890,Male,Yes,62,Yes,Entertainment,0,Average,4,1,1
467541,Male,Yes,43,Yes,Artist,1,High,3,1,0
460183,Male,No,36,No,Entertainment,8,Low,2,1,3
463634,Female,No,30,Yes,Doctor,0,Low,3,1,0
463100,Female,No,37,No,Homemaker,8,Low,1,1,3
460550,Female,Yes,59,Yes,Artist,0,Average,4,3,2
465867,Female,Yes,35,Yes,Artist,8,High,5,1,1
462964,Male,Yes,39,No,Artist,7,Average,3,1,2
466685,Female,No,19,No,Healthcare,0,Low,5,1,3
463005,Female,Yes,40,Yes,Homemaker,10,Average,2,0,1
464796,Male,Yes,43,No,Marketing,3,High,4,0,0
460682,Male,Yes,43,No,Artist,6,Low,2,3,1
459744,Male,Yes,29,Yes,Artist,9,Average,2,1,1
460084,Female,No,27,Yes,Healthcare,1,Low,2,1,3
461119,Female,No,23,No,Healthcare,6,Low,3,3,3
463441,Male,Yes,42,Yes,Artist,8,High,4,1,2
466971,Male,No,65,Yes,Executive,9,Low,3,1,3
463208,Male,Yes,57,Yes,Executive,1,Average,5,1,2
467877,Female,Yes,46,Yes,Artist,0,Average,2,1,2
464471,Male,Yes,30,Yes,Doctor,0,Low,3,1,3
467360,Male,Yes,51,Yes,Artist,0,Average,4,1,1
461576,Male,Yes,39,Yes,Artist,10,Low,2,0,2
461966,Female,No,41,Yes,Artist,1,Low,1,1,2
463398,Male,No,29,No,Marketing,9,Low,4,3,2
466096,Male,Yes,76,Yes,Lawyer,0,Low,2,0,1
461082,Male,No,23,No,Healthcare,8,Low,4,4,3
465942,Female,Yes,33,Yes,Marketing,8,High,2,1,3
464354,Female,No,43,Yes,Engineer,3,Low,2,0,0
464252,Male,Yes,35,Yes,Artist,1,Average,4,1,2
463463,Male,Yes,32,No,Doctor,0,Low,2,1,0
465592,Male,Yes,65,Yes,Entertainment,1,Low,1,1,1
462214,Male,Yes,49,No,Doctor,1,Low,2,0,3
466707,Female,Yes,48,Yes,Homemaker,1,Low,4,1,1
459956,Female,Yes,39,Yes,Healthcare,8,Average,2,1,3
460847,Male,No,27,Yes,Artist,1,Low,3,1,0
462816,Male,Yes,76,No,Entertainment,0,Low,1,1,3
461979,Male,Yes,35,Yes,Artist,9,Average,2,1,2
467170,Male,Yes,35,Yes,Artist,8,Low,4,2,0
462609,Female,Yes,48,No,Doctor,4,Low,1,0,3
466332,Male,No,23,No,Healthcare,0,Low,3,5,3
459594,Female,Yes,42,Yes,Artist,5,Low,1,1,0
464147,Male,Yes,41,Yes,Artist,0,High,3,1,2
464119,Male,Yes,36,Yes,Artist,0,Average,2,1,2
463310,Male,Yes,60,Yes,Entertainment,0,Low,2,3,0
465706,Female,Yes,46,Yes,Artist,1,Average,3,1,2
466174,Female,No,20,No,Healthcare,8,Low,4,5,3
463596,Female,No,31,No,Healthcare,0,Low,4,1,2
465455,Male,No,26,No,Doctor,0,Low,2,1,3
462867,Male,Yes,28,No,Artist,1,Low,2,1,0
459140,Female,No,18,No,Healthcare,7,Low,6,1,3
464295,Female,No,30,No,Healthcare,7,Low,6,0,2
460067,Female,No,39,Yes,Entertainment,11,Low,1,1,0
467222,Male,Yes,74,Yes,Entertainment,1,Average,2,1,0
461482,Female,No,52,Yes,Artist,9,Low,1,1,2
463722,Male,Yes,55,Yes,Executive,9,High,2,1,2
462278,Male,No,31,Yes,Healthcare,0,Low,4,1,2
463799,Female,No,41,Yes,Artist,0,Low,4,5,1
464259,Male,Yes,59,Yes,Artist,1,Average,4,1,1
467159,Female,Yes,39,Yes,Homemaker,8,High,2,1,3
462003,Male,Yes,79,No,Lawyer,9,Low,3,1,3
464298,Male,No,26,No,Doctor,1,Low,1,1,0
465039,Female,Yes,88,No,Lawyer,0,High,2,1,1
467973,Female,Yes,66,Yes,Engineer,0,Average,3,1,0
461721,Male,No,26,Yes,Entertainment,7,Low,5,6,3
463166,Female,No,41,Yes,Artist,1,Low,1,0,0
465944,Female,Yes,36,No,Engineer,4,High,3,2,0
461061,Female,No,38,Yes,Engineer,3,Low,1,5,1
463010,Male,Yes,81,No,Executive,0,Low,1,1,3
464756,Female,No,25,No,Engineer,5,Low,3,0,1
464006,Male,No,32,No,Healthcare,0,Low,5,1,1
461206,Male,No,28,Yes,Healthcare,9,Low,1,1,3
466216,Male,No,29,No,Entertainment,1,Low,4,0,0
463690,Female,No,28,No,Healthcare,7,Low,4,1,3
465929,Male,No,26,Yes,Healthcare,8,Low,5,1,3
461736,Male,Yes,47,Yes,Entertainment,1,Average,4,1,2
460402,Female,Yes,50,Yes,Doctor,1,Low,2,2,0
467367,Male,Yes,70,Yes,Lawyer,1,Low,2,1,1
464918,Male,No,39,No,Artist,1,Low,1,0,3
461639,Male,Yes,60,Yes,Artist,0,Average,2,1,0
464254,Male,Yes,63,Yes,Entertainment,0,Average,3,1,2
462579,Female,Yes,68,No,Lawyer,1,Low,2,0,1
466976,Male,Yes,47,Yes,Artist,0,Low,1,1,1
467079,Male,Yes,40,Yes,Artist,1,Low,2,1,1
467724,Male,Yes,46,No,Artist,1,High,3,1,1
459792,Male,Yes,42,Yes,Artist,6,Low,3,1,0
464789,Female,Yes,48,Yes,Artist,0,Average,5,0,1
467143,Female,No,53,No,Lawyer,1,Low,3,1,3
464370,Male,Yes,65,Yes,Entertainment,0,Average,2,1,1
459415,Male,No,26,No,Doctor,0,Low,4,1,0
459387,Male,No,35,Yes,Doctor,0,Low,1,1,3
467895,Female,No,27,Yes,Healthcare,0,Low,4,1,2
459838,Female,Yes,86,No,Lawyer,0,High,2,1,2
463695,Female,No,30,Yes,Doctor,1,Low,4,5,0
464512,Male,Yes,43,No,Executive,8,Low,3,1,0
467419,Female,Yes,38,Yes,Artist,4,Low,1,1,1
462511,Female,Yes,66,Yes,Lawyer,1,High,2,1,2
464124,Female,Yes,74,Yes,Doctor,1,Low,2,1,1
466194,Male,Yes,89,No,Lawyer,0,Low,1,1,0
461807,Male,No,30,Yes,Doctor,10,Low,4,1,3
460456,Male,Yes,33,No,Executive,0,High,5,3,3
462932,Female,Yes,37,Yes,Homemaker,3,High,3,1,0
461297,Male,Yes,69,No,Lawyer,0,High,2,1,2
464430,Female,Yes,51,Yes,Engineer,6,Average,2,1,2
459416,Male,No,19,No,Artist,10,Low,3,1,0
464743,Male,Yes,45,Yes,Entertainment,0,Average,2,0,1
466276,Female,No,32,No,Doctor,0,Low,5,0,3
467829,Female,No,22,No,Doctor,3,Low,4,5,3
463813,Female,No,26,No,Engineer,1,Low,6,1,0
461733,Female,Yes,43,Yes,Artist,0,High,3,1,1
466925,Male,No,19,No,Healthcare,7,Low,2,1,3
467846,Male,Yes,48,Yes,Artist,1,Average,3,1,2
459596,Female,Yes,61,Yes,Doctor,1,Average,2,1,1
460597,Female,No,20,No,Marketing,1,Low,2,3,3
467788,Male,No,22,No,Healthcare,0,Low,4,1,3
467966,Female,No,31,Yes,Entertainment,9,Low,3,2,3
464503,Male,No,25,Yes,Artist,9,Low,3,1,0
460242,Male,Yes,41,Yes,Healthcare,8,Low,3,1,2
467014,Male,Yes,36,Yes,Executive,9,High,3,1,2
466637,Male,Yes,48,Yes,Artist,1,High,5,5,2
462553,Male,No,27,No,Artist,1,Low,1,1,1
459287,Male,No,35,Yes,Lawyer,1,Low,1,0,3
464074,Female,Yes,39,Yes,Doctor,0,Average,3,1,2
463734,Male,Yes,38,No,Executive,0,Average,3,1,0
466575,Female,Yes,57,Yes,Artist,7,Average,3,1,2
459193,Male,No,38,Yes,Artist,1,Low,1,1,0
462143,Male,Yes,80,No,Artist,1,Low,2,1,0
467140,Male,Yes,61,Yes,Entertainment,9,Average,2,1,2
463356,Male,No,29,Yes,Healthcare,5,Low,4,5,3
466797,Female,No,23,No,Healthcare,1,Low,4,1,3
459234,Female,Yes,83,No,Lawyer,1,Low,1,1,3
460442,Male,Yes,37,Yes,Entertainment,0,Average,3,1,1
463901,Male,Yes,35,No,Artist,0,Low,6,0,2
465494,Male,Yes,41,Yes,Doctor,9,Average,2,1,1
459239,Male,Yes,81,No,Entertainment,1,Low,1,1,0
466379,Female,Yes,58,Yes,Homemaker,2,Low,1,1,2
464759,Female,No,38,No,Engineer,8,Low,1,0,0
461994,Male,Yes,18,No,Doctor,10,Low,2,1,3
461802,Male,No,37,Yes,Artist,1,Low,4,1,1
462527,Male,Yes,43,No,Artist,4,Average,2,1,2
461800,Female,No,36,Yes,Doctor,4,Low,1,5,1
460933,Female,Yes,76,Yes,Lawyer,0,High,2,1,0
460189,Male,No,33,No,Entertainment,14,Low,1,1,3
459031,Male,Yes,43,No,Executive,1,High,5,0,1
464673,Male,Yes,47,No,Executive,1,High,7,5,3
459101,Male,Yes,81,No,Lawyer,8,Low,2,1,1
460136,Male,No,27,Yes,Artist,10,Low,3,1,3
460973,Male,No,29,No,Entertainment,1,Low,5,1,3
460187,Female,No,38,Yes,Doctor,4,Low,3,1,0
459700,Male,Yes,37,Yes,Executive,0,Average,5,1,1
464787,Male,No,47,No,Entertainment,1,Low,1,0,0
462614,Male,Yes,51,No,Entertainment,1,Average,5,0,3
460813,Female,Yes,86,No,Lawyer,1,High,2,1,0
462698,Female,Yes,56,Yes,Entertainment,1,Average,2,1,0
463344,Male,Yes,59,Yes,Artist,3,Average,2,1,1
463633,Male,Yes,33,Yes,Doctor,0,Average,2,1,1
462317,Female,No,32,No,Entertainment,3,Low,6,0,3
467353,Male,Yes,26,No,Artist,3,Low,2,1,0
464553,Male,Yes,70,Yes,Artist,1,Low,2,1,1
463518,Male,Yes,30,No,Executive,5,High,4,1,0
459711,Male,Yes,37,No,Executive,9,High,6,1,3
460788,Female,No,30,Yes,Doctor,0,Low,9,0,0
459392,Female,No,23,No,Doctor,0,Low,3,1,2
467887,Female,No,42,Yes,Artist,0,Low,2,4,1
467743,Male,Yes,48,No,Executive,1,High,4,4,1
460368,Male,No,28,Yes,Healthcare,0,Low,7,1,2
